statement,intent_code
"Good evening, my wallet was debited twice for one restaurant order. I tried from the app. Branch: Bangalore food court.",DOUBLE_CHARGED
"Hi, my restaurant coupon failed. Please help. Reference R318737.",PROMO_CODE_ISSUE
"Hello, the item in my bag is not mine. This is frustrating.",WRONG_ITEM
"Good evening, i want to complain about cleanliness. Reference R547421.",CLEANLINESS_COMPLAINT
"Hi, i should have earned points for this order. This happened this afternoon.",LOYALTY_POINTS_ISSUE
"Please help. i paid for order R924482, but it was not delivered to me. This is frustrating.",ORDER_NOT_RECEIVED
Quick question: i placed order R489296 through the kiosk. What is the current status? Can this be fixed?,ORDER_STATUS
"Hi, my wallet was debited twice for one order. I need this resolved.",DOUBLE_CHARGED
Do you have allergy-safe options? What should I do?,ALLERGY_INQUIRY
I did not get my order from the Bangalore drive-thru restaurant. I tried from the app. Reference R848781.,ORDER_NOT_RECEIVED
"Good evening, the delivery status says complete, but I did not receive anything. Can this be fixed? Reference R564972. I am asking in a confused way.",ORDER_NOT_RECEIVED
Quick question: my loyalty points are missing. I need assistance.,LOYALTY_POINTS_ISSUE
Quick question: can I order directly from your website? I need assistance. Reference R580168.,GENERAL_INQUIRY
How can I contact the Hyderabad restaurant? I need this resolved.,GENERAL_INQUIRY
Can someone help me? the food was not cooked properly. Please respond soon.,FOOD_QUALITY_ISSUE
I need support. the item in my bag is not mine. Thank you. Reference R692270. Branch: Toronto north side.,WRONG_ITEM
Can someone help me? can I get my money back for this order? Please respond soon. Reference R544540.,REFUND_REQUEST
"Hey, can you help me with a missing item in order R243912?",MISSING_ITEM
"Hi, can you help me with a failed payment? I need assistance. Branch: Hyderabad central.",PAYMENT_FAILED
"Hello, i did not receive rewards points for order R199966. I need assistance. Reference R129304.",LOYALTY_POINTS_ISSUE
"Urgent: i tried to pay, but the transaction failed. This happened last night. I am asking in a confused way.",PAYMENT_FAILED
"Hello, payment is not processing for my restaurant order. I need assistance. Reference R546924.",PAYMENT_FAILED
"Good evening, the restaurant sent the wrong food. I need this resolved.",WRONG_ITEM
"Hey, why is FREEDRINK not accepted? I tried from the app. Branch: London north side.",PROMO_CODE_ISSUE
Can someone help me? what stage is my food order R555226 in? This is frustrating.,ORDER_STATUS
My promo code FIRSTORDER is not working. I need assistance. Reference R636303. I am asking in a frustrated way.,PROMO_CODE_ISSUE
"Hi, the food marked delivered does not match my order. Please respond soon. I am asking in a polite way.",WRONG_ITEM
"Hi, the rice bowl I received was dry. Thank you. Branch: Bangalore takeout.",FOOD_QUALITY_ISSUE
"Good evening, what is the weather tomorrow? This is frustrating.",OUT_OF_SCOPE
"Hi, the restaurant forgot to pack my cutlery. Reference R985886.",MISSING_ITEM
I need support. part of my order is missing from the bag. This is frustrating.,MISSING_ITEM
"Hey, please adjust my reservation at the Tempe restaurant. Reference R340474.",RESERVATION_MODIFY
"Hello, i entered COMBO30, but the total did not change. Thank you. Reference R129747.",PROMO_CODE_ISSUE
Quick question: i left my earbuds on the table. I tried from the app.,LOST_AND_FOUND
Please help. can you reserve a table at the Chicago branch? Please respond soon. Reference R228102.,RESERVATION_CREATE
"Hey, the card payment was deducted twice. I am asking in a polite way.",DOUBLE_CHARGED
Quick question: the restaurant payment went through twice. What should I do?,DOUBLE_CHARGED
Quick question: i think the food from the Mesa branch was contaminated. Can this be fixed? Reference R175905.,FOOD_SAFETY_ISSUE
Please help. order R249863 has been stuck in preparation since this afternoon. I need assistance. Reference R870543.,ORDER_DELAYED
Can someone help me? restaurant order R401722 was not received at my address. This happened this morning.,ORDER_NOT_RECEIVED
"Hello, the branch looked unhygienic. Thank you.",CLEANLINESS_COMPLAINT
Urgent: tell me what is included in the lunch combo. This happened today.,MENU_INQUIRY
"Please help. the app says completed, but I did not receive order R545360. Can this be fixed?",ORDER_NOT_RECEIVED
"Hi, i need a table reservation for Friday night. Can this be fixed?",RESERVATION_CREATE
Quick question: can you tell me the allergens in milkshake? I need assistance.,ALLERGY_INQUIRY
"Hi, the sauce was not included in my order. Thank you.",MISSING_ITEM
"Good evening, i want to report rude behavior from the barista. What should I do?",STAFF_COMPLAINT
Can someone help me? please let me chat with an support person instead of the bot. I tried from the app. Reference R111044. Branch: Chandler downtown.,HUMAN_AGENT_REQUEST
Urgent: why is my order R876747 delayed? Reference R180774.,ORDER_DELAYED
What dishes are available today? This happened this afternoon. Reference R669115.,MENU_INQUIRY
Quick question: can you check my loyalty account? Please respond soon. I am asking in a confused way.,LOYALTY_POINTS_ISSUE
Please help. i need information about car insurance. What should I do?,OUT_OF_SCOPE
I need a quote for catering from the New York branch. I tried from the app.,CATERING_INQUIRY
"The app says delivered, but I did not receive order R608196. Thank you.",ORDER_NOT_RECEIVED
"Hello, i entered FOOD15, but the total did not change. Can you check?",PROMO_CODE_ISSUE
"Hello, what dishes are safe for someone allergic to tree nuts? Thank you. Reference R581576.",ALLERGY_INQUIRY
Quick question: can you update my table booking? This is frustrating. Reference R484000.,RESERVATION_MODIFY
Quick question: can I reserve a table for 4 guests? Can this be fixed?,RESERVATION_CREATE
Please help. do you have wrap on the menu? Please help.,MENU_INQUIRY
"Hello, do you have parking available? What should I do? Reference R152930.",GENERAL_INQUIRY
My order was not confirmed because payment failed.,PAYMENT_FAILED
Urgent: can you help with my insurance claim? Please respond soon.,OUT_OF_SCOPE
"Good evening, the delivery status says complete, but I did not receive anything.",ORDER_NOT_RECEIVED
"Hello, can you make my reservation for more guests? Can you check? Reference R950292.",RESERVATION_MODIFY
Quick question: can you repair my phone? This happened this morning.,OUT_OF_SCOPE
"Hello, please modify my reservation for 30 people. Can you check? Branch: London takeout.",RESERVATION_MODIFY
Please help. do you have spicy food options? Branch: Chandler main street.,MENU_INQUIRY
"Hello, the offer shown in the app is not working. I tried from the app. Reference R120332. Branch: Hyderabad central.",PROMO_CODE_ISSUE
"Please help. the driver completed the order, but I have no food. Can this be fixed?",ORDER_NOT_RECEIVED
I need support. why is my order R294109 delayed? This is frustrating. Reference R556619.,ORDER_DELAYED
Quick question: can you fix a wrong item issue for order R677280? This happened last night.,WRONG_ITEM
"Hello, there are two transactions for order R647607. Thank you. Reference R671913.",DOUBLE_CHARGED
"Good evening, the driver completed the order, but I have no food. This is frustrating.",ORDER_NOT_RECEIVED
Quick question: my food was dry and not fresh. This is frustrating. Reference R392335.,FOOD_QUALITY_ISSUE
Urgent: the restaurant looked unhygienic. This happened this morning.,CLEANLINESS_COMPLAINT
Please help. i lost my jacket at your restaurant. I need this resolved.,LOST_AND_FOUND
Urgent: i need a quote for catering from the Chicago branch. I need assistance.,CATERING_INQUIRY
Urgent: i lost my keys at your restaurant.,LOST_AND_FOUND
"Hello, i got sick after eating the food from order R934464. Please help. Branch: Dallas central.",FOOD_SAFETY_ISSUE
"Urgent: i tried to pay, but the transaction failed. Can you check?",PAYMENT_FAILED
"Hello, this is not what I selected in the app. I need assistance. I am asking in a confused way.",WRONG_ITEM
"Hello, i need human help from the Chandler branch support team. This is frustrating.",HUMAN_AGENT_REQUEST
Please help. i had a bad experience with the staff. I need this resolved.,STAFF_COMPLAINT
Urgent: please refund my payment. Thank you. Reference R802262.,REFUND_REQUEST
"Hey, where is your nearest branch? This happened last night.",GENERAL_INQUIRY
Can someone help me? the food smells unsafe to eat. Thank you.,FOOD_SAFETY_ISSUE
Urgent: i need to cancel my restaurant reservation. Can you check? Branch: Toronto central.,RESERVATION_CANCEL
Please help. can you check lost and found for my earbuds? Please help.,LOST_AND_FOUND
"Hey, has the kitchen accepted my order R335193? Can you check? I am asking in a urgent way.",ORDER_STATUS
"Good evening, the restaurant forgot to pack my side dish. This happened this afternoon.",MISSING_ITEM
Quick question: can you tell me the allergens in pizza? This happened 30 minutes ago.,ALLERGY_INQUIRY
Please help. please connect me to customer support because I need manual support. Please help. Reference R963258.,HUMAN_AGENT_REQUEST
Urgent: can you check lost and found for my keys? Please respond soon.,LOST_AND_FOUND
"Hey, payment is not processing for my restaurant order. Can this be fixed? I am asking in a upset way.",PAYMENT_FAILED
The offer shown in the app is not working. Please help.,PROMO_CODE_ISSUE
"Good evening, i was charged twice for restaurant order R595701. This is frustrating.",DOUBLE_CHARGED
Can someone help me? can you check lost and found for my phone?,LOST_AND_FOUND
Quick question: the food from the Dallas mall restaurant was terrible. Thank you. Branch: Hyderabad north side.,FOOD_QUALITY_ISSUE
Quick question: the milkshake tasted old and too salty. This is frustrating. I am asking in a urgent way.,FOOD_QUALITY_ISSUE
Urgent: the automated response is not enough for my restaurant visit. Please help. Reference R682596. I am asking in a calm way.,HUMAN_AGENT_REQUEST
Can someone help me? what are your contact number? This happened today.,GENERAL_INQUIRY
"Good evening, can you update my table booking? Can you check? Reference R167052. I am asking in a confused way.",RESERVATION_MODIFY
Please help. do you offer dine-in and takeout? Branch: Bangalore drive-thru.,GENERAL_INQUIRY
Quick question: can you update my table booking? Thank you.,RESERVATION_MODIFY
"Hello, can you provide catering for an office lunch? Please respond soon. Reference R637840.",CATERING_INQUIRY
"Hi, there may be contamination in my food. What should I do?",FOOD_SAFETY_ISSUE
"Hey, the dining area had trash on the floor. What should I do?",CLEANLINESS_COMPLAINT
"Good evening, i visited yesterday and lost my keys. Thank you. Reference R665619.",LOST_AND_FOUND
"Hey, track my food order R508686 from Chicago. Can this be fixed?",ORDER_STATUS
Quick question: the salad was not included in my order. Please respond soon.,MISSING_ITEM
"Hi, can you help me with a missing item in restaurant order R233572? Can you check?",MISSING_ITEM
Quick question: can you help me with stock market advice? Can you check?,OUT_OF_SCOPE
Urgent: can someone check if my earbuds was turned in? I tried from the app.,LOST_AND_FOUND
"Hello, the restaurant looked unhygienic. Branch: Dallas airport.",CLEANLINESS_COMPLAINT
"Hey, the chairs and table were not cleaned before we sat. What should I do?",CLEANLINESS_COMPLAINT
Can someone help me? my restaurant order was not confirmed because payment failed. Can this be fixed? Reference R362879. Branch: Dallas takeout.,PAYMENT_FAILED
"Hi, can you help me with tax filing? Thank you. Reference R226038.",OUT_OF_SCOPE
Please help. please escalate this food safety complaint immediately. Please help. Reference R430663. Branch: Chicago airport. I am asking in a urgent way.,FOOD_SAFETY_ISSUE
I need support. i need to edit my dinner reservation. I need assistance.,RESERVATION_MODIFY
"Hi, please help me find an item I left at the restaurant. I need this resolved.",LOST_AND_FOUND
Urgent: book a table under the name Alex. Please respond soon. I am asking in a upset way.,RESERVATION_CREATE
Can someone help me? i cannot complete payment on the phone order. This is frustrating. Reference R799496.,PAYMENT_FAILED
"Hello, i entered DINNER10, but the total did not change.",PROMO_CODE_ISSUE
"Hello, my restaurant coupon failed. I need this resolved.",PROMO_CODE_ISSUE
Quick question: can you handle a large order for 12 guests? Can this be fixed? Reference R285629.,CATERING_INQUIRY
Can someone help me? i have a peanuts allergy. What can I safely order? Can you check?,ALLERGY_INQUIRY
I need support. can I get my money back for this order? I tried from the app.,REFUND_REQUEST
Do you offer dine-in and takeout? Can you check? Reference R338702. Branch: Phoenix takeout.,GENERAL_INQUIRY
"Hey, i need help with a school admission form. Please help. Branch: Dubai downtown.",OUT_OF_SCOPE
Urgent: can you reserve a table at the Tempe branch? This happened 30 minutes ago.,RESERVATION_CREATE
The front desk person was very impolite. What should I do?,STAFF_COMPLAINT
"I need support. the driver completed the order, but I have no food. I tried from the app.",ORDER_NOT_RECEIVED
"Hi, i need allergen information before ordering. Please respond soon. Reference R630315.",ALLERGY_INQUIRY
I need support. i do not want chatbot help because this needs escalation. I need this resolved.,HUMAN_AGENT_REQUEST
"Good evening, i cannot use my discount code. I tried from the app.",PROMO_CODE_ISSUE
"Hi, the driver completed the order, but I have no food. Can this be fixed?",ORDER_NOT_RECEIVED
I need support. the food smells unsafe to eat. This is frustrating. Reference R534776.,FOOD_SAFETY_ISSUE
"Hey, the manager did not handle my complaint properly. This happened this afternoon.",STAFF_COMPLAINT
Please help. i am not satisfied and want my money back. This happened two hours ago.,REFUND_REQUEST
Staff at the restaurant were not helpful. Please respond soon. Branch: Tempe main street.,STAFF_COMPLAINT
"Hi, please cancel my reservation. What should I do? Reference R177812.",RESERVATION_CANCEL
"Hi, i had a bad experience with the staff. What should I do?",STAFF_COMPLAINT
Quick question: i got sick after eating the food from order R238093. I tried from the app.,FOOD_SAFETY_ISSUE
I want to place a bulk food order for next Sunday. Please help.,CATERING_INQUIRY
"Good evening, is your food prepared without tree nuts? I need assistance. Reference R438004. I am asking in a polite way.",ALLERGY_INQUIRY
Urgent: i lost my earbuds at your restaurant. This is frustrating.,LOST_AND_FOUND
Do you deliver catering orders? Thank you.,CATERING_INQUIRY
Can someone help me? can you show me the menu? Thank you. Reference R305298.,MENU_INQUIRY
The front desk person was very impolite. Can this be fixed?,STAFF_COMPLAINT
Can someone help me? can you help me with hotel room booking? What should I do? Reference R826243.,OUT_OF_SCOPE
Please help. the Apple Pay payment did not go through. What should I do? Branch: Toronto food court.,PAYMENT_FAILED
I need support. i want to request a refund from the London restaurant. Thank you.,REFUND_REQUEST
"Hi, i ordered noodles with chutney, but the chutney is missing. Please respond soon.",MISSING_ITEM
"I entered LUNCH25, but the total did not change. Can this be fixed?",PROMO_CODE_ISSUE
"Hello, the app says delivered, but I did not receive order R759746. I tried from the app.",ORDER_NOT_RECEIVED
"Hello, please remove my reservation for 10 people. Please respond soon.",RESERVATION_CANCEL
Can someone help me? i received the wrong item in branch order R601018. Can you check?,WRONG_ITEM
Quick question: the front desk person was very impolite. Please help. Reference R206071.,STAFF_COMPLAINT
"Hello, the rewards section is missing my recent points. I tried from the app.",LOYALTY_POINTS_ISSUE
"Hello, i want to reserve seats for my family. Can this be fixed?",RESERVATION_CREATE
"Hey, the offer shown in the app is not working. This is frustrating.",PROMO_CODE_ISSUE
"Hi, the restaurant sent the wrong food. Reference R830632.",WRONG_ITEM
Please help. my order R249011 is missing ketchup. Thank you.,MISSING_ITEM
I did not get my order from the Scottsdale mall restaurant. Can this be fixed? Reference R180883.,ORDER_NOT_RECEIVED
"Hello, please share catering menu options. This happened today. I am asking in a upset way.",CATERING_INQUIRY
Urgent: can you check my loyalty account? This happened this morning.,LOYALTY_POINTS_ISSUE
Urgent: what dishes are safe for someone allergic to peanuts?,ALLERGY_INQUIRY
"Good evening, the driver has not arrived yet for order R380067. Can you check?",ORDER_DELAYED
"Hi, the pickup counter was messy. Can you check? Reference R459609.",CLEANLINESS_COMPLAINT
Quick question: please share catering menu options. I need this resolved.,CATERING_INQUIRY
"Good evening, can you make my reservation for more guests? Can you check?",RESERVATION_MODIFY
"Hey, can someone from your team call me about my food complaint? Can you check?",HUMAN_AGENT_REQUEST
"Hi, the wrap I received was undercooked. This happened two hours ago.",FOOD_QUALITY_ISSUE
Are you open on holidays? This is frustrating.,GENERAL_INQUIRY
"Hello, cancel my reservation at the Hyderabad branch. Please respond soon.",RESERVATION_CANCEL
"Hello, can you check the status of order R533139?",ORDER_STATUS
Please help. the restaurant hygiene was poor. I need assistance.,CLEANLINESS_COMPLAINT
"Hello, i was trying to pay with PayPal, but it failed. I tried from the app.",PAYMENT_FAILED
Urgent: i need a real person to handle this restaurant issue. Reference R272754. I am asking in a confused way.,HUMAN_AGENT_REQUEST
Please refund the amount charged to my card. I need this resolved.,REFUND_REQUEST
Urgent: our table was sticky and dirty. Please help. Reference R144013.,CLEANLINESS_COMPLAINT
Please help. please check if the sauce contains gluten. Please respond soon. Reference R213509. Branch: Bangalore mall.,ALLERGY_INQUIRY
Urgent: the payment page gave an error. Thank you.,PAYMENT_FAILED
"Hi, the offer shown in the app is not working. I am asking in a urgent way.",PROMO_CODE_ISSUE
Please help. i got sick after eating the food from order R971334. Can this be fixed? I am asking in a calm way.,FOOD_SAFETY_ISSUE
"Good evening, can you tell me about your restaurant? This is frustrating.",GENERAL_INQUIRY
I need support. can you tell me if order R807459 is ready for pickup? This is frustrating. Reference R743508.,ORDER_STATUS
I did not get my order from the Chandler takeout store. What should I do? Reference R317882. Branch: Mesa main street.,ORDER_NOT_RECEIVED
Quick question: this is not what I selected in the kiosk. I need assistance. I am asking in a frustrated way.,WRONG_ITEM
Urgent: my restaurant coupon failed. I need assistance.,PROMO_CODE_ISSUE
"Good evening, i want to apply for a passport. This happened two hours ago. Reference R914683.",OUT_OF_SCOPE
My combo meal came without cutlery. Can this be fixed? Reference R405218.,MISSING_ITEM
"Hi, can I order directly from your website? Can this be fixed? Branch: Dubai mall.",GENERAL_INQUIRY
Urgent: my restaurant rewards balance is incorrect. I need assistance.,LOYALTY_POINTS_ISSUE
Can someone help me? can you reserve a table at the Mesa branch? Reference R167699. Branch: Hyderabad central.,RESERVATION_CREATE
"Hello, my payment failed while placing the order. I tried from the app. Reference R504511.",PAYMENT_FAILED
Urgent: i am not satisfied and want my money back. I need assistance. I am asking in a polite way.,REFUND_REQUEST
Urgent: i want a refund for order R165516. Please help. Branch: Chicago food court. I am asking in a upset way.,REFUND_REQUEST
"Hello, i cannot come tonight, so cancel my table. This happened this morning.",RESERVATION_CANCEL
Urgent: i want to schedule a dine-in reservation. Can this be fixed? Reference R702319.,RESERVATION_CREATE
Quick question: part of my order is missing from the bag. I need assistance. Reference R821629.,MISSING_ITEM
Can someone help me? please refund my payment. I tried from the app. Branch: Phoenix drive-thru.,REFUND_REQUEST
"Urgent: i used the app, but no rewards points were credited. What should I do? Reference R508230. Branch: New York drive-thru.",LOYALTY_POINTS_ISSUE
Please help. there are two transactions for order R979919. What should I do?,DOUBLE_CHARGED
Can someone help me? can you tell me about your restaurant? Please help. I am asking in a confused way.,GENERAL_INQUIRY
I had a bad experience with the staff. Reference R464012.,STAFF_COMPLAINT
"Good evening, i need a support person to help with my reservation. This happened today. Reference R501826.",HUMAN_AGENT_REQUEST
"Good evening, i placed restaurant order R193960 through the kiosk. What is the current status? I need assistance.",ORDER_STATUS
Quick question: my order is marked delivered but nothing arrived. Please respond soon. Reference R479002.,ORDER_NOT_RECEIVED
Urgent: the food delivered does not match my order. Thank you. I am asking in a upset way.,WRONG_ITEM
"Hello, track my food order R923143 from Chandler. What should I do? Reference R564432.",ORDER_STATUS
I received the main food but not the side dish. Can you check?,MISSING_ITEM
I need support. the app shows payment failed for my order. I need this resolved.,PAYMENT_FAILED
Urgent: i forgot my phone after dining. Please help.,LOST_AND_FOUND
"Good evening, please escalate this food safety complaint immediately. Thank you. I am asking in a confused way.",FOOD_SAFETY_ISSUE
"Hi, please create a reservation for today at 7 PM at Hyderabad. Please help.",RESERVATION_CREATE
"Hi, please connect me to customer support because I already tried the help menu. This happened this afternoon. Branch: Scottsdale central.",HUMAN_AGENT_REQUEST
"Good evening, i want to order food for a party. Thank you.",CATERING_INQUIRY
Urgent: the chairs and table were not cleaned before we sat. I tried from the app. I am asking in a frustrated way.,CLEANLINESS_COMPLAINT
I need support. do you have wings on the menu? I need assistance. Reference R514326.,MENU_INQUIRY
"Hi, i never got my food order R140652. I need this resolved. Reference R623656. I am asking in a frustrated way.",ORDER_NOT_RECEIVED
"Hey, i need help recovering a lost item. Can this be fixed? I am asking in a urgent way.",LOST_AND_FOUND
Urgent: i need help with a school admission form. I tried from the app. Branch: Bangalore mall.,OUT_OF_SCOPE
"Good evening, can you reserve a table at the Mesa branch? Please help. Reference R718623.",RESERVATION_CREATE
Please help. i think my sunglasses is still at the front desk. Please help.,LOST_AND_FOUND
Urgent: please give me an update on my order from the Tempe central branch. I need assistance. Branch: New York takeout.,ORDER_STATUS
"Hello, the dining area had trash on the floor. Can this be fixed? Reference R441621.",CLEANLINESS_COMPLAINT
I need support. can I see the dessert menu? Can you check?,MENU_INQUIRY
I need support. do you take bulk food orders? This is frustrating.,CATERING_INQUIRY
"Good evening, i cannot come tonight, so cancel my table. Reference R252921.",RESERVATION_CANCEL
Can someone help me? please give me an update on my order from the Dubai food court branch. Can you check? Reference R459661.,ORDER_STATUS
"Hello, i want to change the guest count on my reservation. Reference R758940. Branch: Dubai food court.",RESERVATION_MODIFY
"Good evening, please create a booking for after 6 PM at Chandler. Thank you.",RESERVATION_CREATE
Can someone help me? i want to order food for a party. This happened today. Branch: Bangalore south side.,CATERING_INQUIRY
"Hi, the restaurant employee spoke disrespectfully. This happened 30 minutes ago. Reference R680893. Branch: Scottsdale central.",STAFF_COMPLAINT
Urgent: the pickup counter was messy. This happened last night. Reference R242595.,CLEANLINESS_COMPLAINT
Can someone help me? this is not what I selected in the phone order. This happened two hours ago. Reference R246099.,WRONG_ITEM
Can someone help me? can you cancel the booking under Sneha? Please help.,RESERVATION_CANCEL
My promo code SAVE10 is not working. Branch: Dallas north side.,PROMO_CODE_ISSUE
Is order R203281 being prepared or out for delivery? What should I do?,ORDER_STATUS
I need support. my order has an incorrect item. Can this be fixed?,WRONG_ITEM
"Hi, my order R175529 is taking too long.",ORDER_DELAYED
Quick question: the restaurant forgot to pack my main course. What should I do?,MISSING_ITEM
Please fix my loyalty points issue. Please help.,LOYALTY_POINTS_ISSUE
Urgent: the sandwich was too greasy to eat.,FOOD_QUALITY_ISSUE
"I need support. the app says delivered, but I did not receive order R212013. I need assistance. Branch: Austin mall.",ORDER_NOT_RECEIVED
Can someone help me? my order R804866 arrived with poor food quality. Thank you. Reference R391675.,FOOD_QUALITY_ISSUE
Urgent: can you help with my insurance claim? Can this be fixed? Reference R891204.,OUT_OF_SCOPE
Quick question: what is the most popular dish at the Bangalore branch? Please respond soon. Reference R708600. Branch: Mesa main street.,MENU_INQUIRY
Can someone help me? the coupon is not applying at checkout. Please help.,PROMO_CODE_ISSUE
Please help. my order has an incorrect item. I need this resolved. Reference R790057.,WRONG_ITEM
"Hey, please check if the sauce contains wheat. What should I do?",ALLERGY_INQUIRY
Urgent: i need information about laptop repair. Can this be fixed?,OUT_OF_SCOPE
Did anyone find a keys at the Dallas branch? Please help. Reference R522345. Branch: Phoenix downtown.,LOST_AND_FOUND
"Good evening, do you take bulk food orders? Can you check?",CATERING_INQUIRY
Please help. i cannot complete billing on the delivery app. Please help. Reference R417207. Branch: Dallas north side. I am asking in a frustrated way.,PAYMENT_FAILED
Quick question: please let me chat with an representative instead of the bot. Please respond soon.,HUMAN_AGENT_REQUEST
"Good evening, what are your vegetarian menu options? Reference R320827.",MENU_INQUIRY
I left my jacket on the table. Reference R451508.,LOST_AND_FOUND
"Good evening, i think the food from the London branch was contaminated. Please respond soon. Reference R719222. Branch: Toronto main street.",FOOD_SAFETY_ISSUE
"Hello, please refund the amount charged to my Google Pay. Branch: Scottsdale mall.",REFUND_REQUEST
"Good evening, i need to change my reservation time to Saturday afternoon. Please respond soon. Reference R661807. I am asking in a polite way.",RESERVATION_MODIFY
Can someone help me? the restroom was not clean. What should I do? Reference R261046. I am asking in a urgent way.,CLEANLINESS_COMPLAINT
"Hi, please book my flight ticket. Please respond soon.",OUT_OF_SCOPE
I need support. the restroom was not clean. Branch: Toronto downtown.,CLEANLINESS_COMPLAINT
Can someone help me? i did not receive the rice I paid for. Thank you. Branch: Austin drive-thru.,MISSING_ITEM
"Hey, the food smells unsafe to eat. Thank you.",FOOD_SAFETY_ISSUE
"Good evening, can you update my table booking? Can you check? Reference R430367.",RESERVATION_MODIFY
"Hi, my payment failed while placing the order. This is frustrating.",PAYMENT_FAILED
Can someone help me? can I see the dessert menu? Please respond soon. Reference R144061.,MENU_INQUIRY
Urgent: i want to complain about cleanliness. Thank you.,CLEANLINESS_COMPLAINT
Urgent: the chairs was dirty. This happened two hours ago. Branch: Tempe drive-thru.,CLEANLINESS_COMPLAINT
"Hey, i need help with a duplicate restaurant charge. I tried from the app.",DOUBLE_CHARGED
I need support. why is DINNER10 not accepted? Please respond soon. Branch: Mesa central.,PROMO_CODE_ISSUE
Can someone help me? what are your delivery area? Please help.,GENERAL_INQUIRY
I need support. my order was not confirmed because payment failed. Can you check?,PAYMENT_FAILED
The rewards section is missing my recent points. What should I do?,LOYALTY_POINTS_ISSUE
Can someone help me? can you check lost and found for my jacket? I need this resolved. Reference R782839.,LOST_AND_FOUND
"Good evening, has the kitchen accepted my order R373513? Please respond soon. Reference R778650.",ORDER_STATUS
Can someone help me? the restroom was not clean. Can this be fixed?,CLEANLINESS_COMPLAINT
"Hey, where is your nearest branch? What should I do?",GENERAL_INQUIRY
This question is not about food or stores. Can you check?,OUT_OF_SCOPE
I need support. please escalate this food safety complaint immediately. This is frustrating.,FOOD_SAFETY_ISSUE
"Hi, can you tell me the allergens in dessert? Reference R427311.",ALLERGY_INQUIRY
Quick question: i forgot my laptop bag after dining. I need this resolved. Reference R983763.,LOST_AND_FOUND
Quick question: part of my order is missing from the bag. Can you check? Branch: Dallas food court.,MISSING_ITEM
Can someone help me? the app shows billing failed for my order. I am asking in a upset way.,PAYMENT_FAILED
Quick question: i found plastic piece in my wrap. This is frustrating. Reference R407800.,FOOD_SAFETY_ISSUE
Can someone help me? part of my order is missing from the bag. Please help. Branch: New York airport.,MISSING_ITEM
"Good evening, the pickup area was dirty. This happened two hours ago.",CLEANLINESS_COMPLAINT
Can someone help me? cancel my reservation at the Scottsdale branch. I need assistance.,RESERVATION_CANCEL
I got sick after eating the food from food order R207922. This happened yesterday.,FOOD_SAFETY_ISSUE
"Hey, my order R432840 arrived with poor food quality. I need this resolved.",FOOD_QUALITY_ISSUE
"Hello, i think my laptop bag is still at the front desk. Can this be fixed? I am asking in a urgent way.",LOST_AND_FOUND
Please help. the dessert was too undercooked to eat. Reference R259915.,FOOD_QUALITY_ISSUE
Urgent: my wallet was debited twice for one order. What should I do?,DOUBLE_CHARGED
Can someone help me? do you deliver catering orders?,CATERING_INQUIRY
"Hello, do you have wings on the menu? What should I do?",MENU_INQUIRY
I want to book a table for 8 people after 6 PM. This is frustrating. Reference R250566.,RESERVATION_CREATE
The rewards section is missing my recent points. Please help. Reference R935581.,LOYALTY_POINTS_ISSUE
Please help. i no longer need the table reservation. I tried from the app.,RESERVATION_CANCEL
I need support. can I get my money back for this order? Thank you.,REFUND_REQUEST
"Good evening, the steak tasted old and stale. I tried from the app.",FOOD_QUALITY_ISSUE
Please help. my wallet was debited twice for one order. This happened last night.,DOUBLE_CHARGED
Can someone help me? can I get my money back for this order? Can you check? Reference R268204.,REFUND_REQUEST
My payment failed while placing the order. I need this resolved. Reference R331173. Branch: Mesa central.,PAYMENT_FAILED
My restaurant rewards balance is incorrect. I need this resolved. Reference R966984.,LOYALTY_POINTS_ISSUE
Urgent: the rewards section is missing my recent points. I tried from the app. I am asking in a frustrated way.,LOYALTY_POINTS_ISSUE
"Hey, can the kitchen avoid egg in my meal?",ALLERGY_INQUIRY
"Hi, order R270100 was not received at my address. I tried from the app.",ORDER_NOT_RECEIVED
"Hello, where is your nearest branch? This is frustrating.",GENERAL_INQUIRY
"Hi, my order is marked delivered but nothing arrived. Can this be fixed? Branch: Chandler main street.",ORDER_NOT_RECEIVED
I did not receive rewards points for order R678950. This happened this morning.,LOYALTY_POINTS_ISSUE
I need support. the branch hygiene was poor. What should I do?,CLEANLINESS_COMPLAINT
"Hello, can you tell me about your store? Can you check?",GENERAL_INQUIRY
I need support. i no longer need the table reservation. Please respond soon. Branch: Phoenix central.,RESERVATION_CANCEL
Please help. can you reserve a table at the Scottsdale branch? Please respond soon. I am asking in a frustrated way.,RESERVATION_CREATE
The automated response is not enough for my missing item. Please help.,HUMAN_AGENT_REQUEST
"Hi, is there cross-contamination with peanuts? I tried from the app.",ALLERGY_INQUIRY
Urgent: i want to cancel my table booking for tomorrow. I tried from the app. I am asking in a confused way.,RESERVATION_CANCEL
"Quick question: i paid once, but my bank shows a duplicate charge. I tried from the app.",DOUBLE_CHARGED
"Hey, i no longer need the table reservation. What should I do? Reference R513596.",RESERVATION_CANCEL
Can someone help me? what time do you open today? Please help.,GENERAL_INQUIRY
"Hello, do you have parking available? What should I do? Reference R256662. Branch: Dubai north side.",GENERAL_INQUIRY
