example_id,statement,intent_code,intent_meaning,department,split,urgency,sentiment,channel,language,has_order_context,wording_style,synthetic_source,created_date
REST_INTENT_013182,I need help. The promotion should apply to my chicken wings ordr. thanks,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,test,low,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013183,I need help. What are your catering packages? asap.,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013184,Order R423773 has duplicate payment charges.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,chatbot,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013185,URGENT: The app is not updating my order status for R175232. ASAP.,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,mobile_app,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013186,Can you help me? The utensils were not clean. asap.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013187,"Quick question, Escalate this to a human. asap",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013188,"This is urgent, Do you have availability for 12 guests 8 pm? ASAP",RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,counter,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013189,I never got my food from order R669656.,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,test,high,negative,website,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013190,"This is urgent, Why is my soup order delayed? please fix this.",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013191,"Hi, I need a refund because the food was not delivered. right now?",REFUND_REQUEST,Customer wants refund,Refunds,test,medium,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013192,"Please help, I want to talk to a human agent. right now.",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013193,"URGENT: I cannot make it, please cancel our table. please fix this.",RESERVATION_CANCEL,Cancel booking,Reservations,validation,low,neutral,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013194,I need help. Why did you bill me two times? asap,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013195,"This is urgent, The restaurant smelled bad and looked dirty. ASAP.",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013196,URGENT: I got sick after eating the naan. please fix this?,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013197,"Hey, The cashier was rude to me. if possible.",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013198,Can you help me? The meal was cold when delivered. please help?,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,counter,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013199,"Please help, I need to cancel my resturant booking. right now!",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013200,"Please help, Why is my paneer tikka order delayed? right now?",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013201,"Please help, What is the address of the restaurant? today!",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013202,"Hey, Can you cater a party next week? today",CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013203,Need help now: My falafel wrap is missing from order R284675.,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,counter,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013204,Please modify my table reservation under Daniel.,RESERVATION_MODIFY,Change booking,Reservations,validation,low,neutral,phone,en,false,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013205,I need help. I did not receive rewards for my purchase.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013206,URGENT: What desserts do you have? ASAP.,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013207,Can you help me? What dishes do you serve? right now!,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013208,"Hello, Please connect me to customer support. asap",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013209,"I asked for spring rolls, but the delivered item is different.",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,counter,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013210,"Hello, I did not get all items I ordred. asap.",MISSING_ITEM,Item missing from order,Kitchen / Takeout,test,medium,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013211,Can you help me? The unclean restroom at Phoenix outlet was unacceptable. please help.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013212,"Quick question, The staff at University Avenue store was refused to help. if possible.",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013213,Can you send me the dinner menu? please help!,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013214,"Please help, Can you cater a party next week? if possible.",CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013215,Payment keeps failing on the checkout page. today,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013216,My noodles is missing from order R740873.,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,email,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013217,Can you tell me the price of grilled salmon?,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,phone,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013218,"Hey, Can you check lost and found for my umbrella?",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013219,The bag did not include my falafel wrap. right now?,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,counter,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013220,Order R197201 has duplicate payment charges.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,mobile_app,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013221,Order R119239 is missing an item.,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,email,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013222,"I tried paying with PayPal, but it failed. thanks!",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013223,"Hello, Checkout is stuck after payment. please.",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013224,I want to place a large ordr for 4 guests. please.,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013225,I never got my food from order R675525.,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,mobile_app,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013226,I need help. Do you offer catering for 10 people? today?,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013227,"Quick question, Do you have availability for 8 guests next Sunday? please help",RESERVATION_CREATE,Book a table,Reservations,test,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013228,"Please help, Can someone from your team contact me? thanks.",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,test,medium,negative,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013229,"Please help, I used my membership number but points are missing. thanks",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,test,low,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013230,Can you help me? Can you cater a party next week? asap!,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013231,My order R677992 is late.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,mobile_app,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013232,"This is urgent, Track my order R686934 from the Mesa restaurant.",ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013233,"Please help, The restaurant was not clean. please help",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013234,"Hello, The restroom was dirty. if possible!",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013235,"Hello, I was charged twice for order R512405. please!",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013236,URGENT: I want to cancel my reservation. ASAP,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013237,I NEED LIVE ASSISTANCE.,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,email,en,false,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013238,"Hey, Do you have parking at the airport location? if possible",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013239,"Hey, Does the kitchen handle cross contamination? thanks",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013240,Can you help me? Please share catering menu and pricing. please help.,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013241,"Hey, The restaurant did not mention allergens in the food. right now!",FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,phone,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013242,My ramen is missing from order R523006.,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,phone,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013243,"Hi, The promotion should apply to my fries ordr. please",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013244,I visited after dinner and lost my water bottle.,LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,mobile_app,en,false,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013245,The driver did not hand over my sushi roll.,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,chatbot,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013246,URGENT: The driver did not hand over my pasta alfredo.,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,validation,high,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013247,Need help now: Update my reservation at the University Avenue store.,RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013248,"Hey, Why did you bill me two times? thanks?",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013249,"Hello, What desserts do you have? if possible",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013250,"Quick question, What is the ETA for order R262272? please!",ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013251,"This is urgent, Do you have Wi-Fi for customers? please fix this?",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013252,URGENT: The manager did not handle my concern properly. ASAP?,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013253,Order R523651 is missing an item.,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,mobile_app,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013254,Book a reservation under Neha. thanks,RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013255,"Hi, Can I see the menu?",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013256,"Please help, There are two restaurant charges for one order. asap",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013257,"Hi, Escalate this to a human. please?",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013258,THE TOPPINGS ARE WRONG ON MY FRIES.,WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,phone,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013259,"This is urgent, My food had hair, this is unsafe. please fix this",FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,phone,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013260,"This is urgent, The manager did not handle my concern properly. please fix this!",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013261,Update my resrvation at the drive-thru location. today?,RESERVATION_MODIFY,Change booking,Reservations,test,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013262,How do I cancel a dinner resrvation? right now,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013263,Why is my fried rice order delayed?,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013264,"Quick question, Checkout is stuck after payment. thanks.",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013265,"Hey, I left my laptop bag at the mall food court. right now",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013266,URGENT: Can you tell me the price of chicken wings?,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013267,Can you help me? I need live assistance. if possible!,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013268,I found mold in my butter chicken.,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,website,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013269,"Hey, The app did not credit my loyalty points.",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013270,Order R949400 has duplicate payment charges.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,mobile_app,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013271,"Hello, My voucher failed during checkout. right now?",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013272,"Hi, My order from Chandler location is running late. please help",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013273,I need help. The app is not updating my order status for R258690. please.,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013274,"Quick question, Can someone from your team contact me?",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013275,URGENT: I need the second charge reversed. please fix this,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013276,"Please help, Can you tell me the price of steak? please help",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013277,"Hi, Can I speak with a real person? right now?",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013278,Order R757565 has incorrect food.,WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,chatbot,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013279,Need help now: I need to cancel my restaurant booking. please fix this!,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013280,"Hello, I need a refnd because the food was not delivered. thanks!",REFUND_REQUEST,Customer wants refund,Refunds,validation,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013281,Please help with a coupon issue. thanks.,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,validation,low,negative,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013282,I need help. The payment screen shows an error. thanks!,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013283,Refund me for the caesar salad.,REFUND_REQUEST,Customer wants refund,Refunds,test,medium,negative,mobile_app,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013284,"Please help, We need trays of lasagna for an event. if possible.",CATERING_INQUIRY,Bulk/catering order,Catering,validation,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013285,"Hello, I had a bad experience with the restaurant staff. please",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013286,"Hello, The staff at drive-thru location was made inappropriate comments.",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,test,medium,negative,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013287,Please reserve seats for 6 at Friday night.,RESERVATION_CREATE,Book a table,Reservations,test,low,neutral,chatbot,en,false,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013288,"Hello, The app says delivered, but I did not receive order R777678. thanks!",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013289,THE DELIVERY FOR ORDER R477905 WAS SUPPOSED TO ARRIVE LAST NIGHT BUT IT IS STILL NOT HERE.,ORDER_DELAYED,Order is late,Delivery / Kitchen,test,medium,negative,email,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013290,Can you help me? Tell me the stock price of a company. if possible!,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,test,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013291,"Hello, I visited this morning and lost my watch. please help?",LOST_AND_FOUND,Customer lost item,Front Desk,test,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013292,"Quick question, Can the front desk check for a missing wallet? right now.",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013293,Need help now: The high chair for my child was dirty.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013294,"I need help. I entered WEEKEND25, but the discount did not show. asap?",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013295,"Hello, Please adjust my reservation time. thanks?",RESERVATION_MODIFY,Change booking,Reservations,validation,low,neutral,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013296,Can you help me? What is the weather tomorrow? if possible.,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,validation,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013297,Can I change the number of guests? please help!,RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013298,"Hello, Can you update my booking from 5 to 6 people? today?",RESERVATION_MODIFY,Change booking,Reservations,validation,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013299,I need help. My ordr from Tempe store is running late. today.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013300,I need help. Please reserve seats for 2 at this afternoon. please help!,RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013301,"Please help, Can I know whether my order is confirmed? today.",ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013302,"This is urgent, I want to book a table for 10 people tonight.",RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013303,"This is urgent, The food tasted bad and seemed cold. ASAP",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,validation,low,negative,phone,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013304,Need help now: I want to report a cleanliness issue.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013305,Order R988914 has incorrect food.,WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,chatbot,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013306,"Please help, Is breakfast available at Mesa resturant? right now!",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013307,My tacos was not cooked properly.,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,validation,low,negative,counter,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013308,I need help. I lost my backpack in your restaurant. please.,LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013309,Need help now: I want a refund for order R712720. ASAP?,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013310,"Quick question, I cannot complete payment for my food order.",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013311,URGENT: Do you offer catering for 4 people? please fix this?,CATERING_INQUIRY,Bulk/catering order,Catering,validation,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013312,"Hey, My order is not confirmed because payment failed.",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013313,"Please help, I placed order R729395 half an hour ago and want an update. please help",ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013314,"Please help, I do not want chatbot help, get me an agent. right now.",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013315,URGENT: I got sick after eating the lasagna. ASAP!,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,validation,high,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013316,My reward points were not added after order R139861.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013317,My cheesecake is missing from order R637951.,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,website,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013318,"I need help. The order was wrong, so I want my money back. asap.",REFUND_REQUEST,Customer wants refund,Refunds,validation,medium,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013319,"Please help, I had an allergic reaction after eating this order. today!",FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,phone,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013320,"Please help, Can you process a refund for this order? if possible",REFUND_REQUEST,Customer wants refund,Refunds,test,medium,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013321,My food arrived too salty and not fresh.,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,validation,low,negative,email,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013322,"Hello, My chicken wings is missing from ordr R370763. today!",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013323,"Hi, Please connect me to customer support. please help.",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013324,Please connect me to custmer support. if possible,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013325,"Quick question, I entered NEWUSER, but the discount did not show. thanks.",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
